VIN,County,City,States,Postal_Code,Model_Year,Make,Model,Electric_Vehicle_Type,CAFV_Eligibility,Electric_Range,Base_MSRP,Electric_Utility
KM8KM4AEXP,King,Seattle,WA,98112,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KM8K23AG3P,King,Kirkland,WA,98033,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WBY73AW03N,King,Seattle,WA,98177,2022,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WA1VAAGE7M,King,Renton,WA,98055,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1RC6S56H,Clark,Vancouver,WA,98664,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
KMHM34ACXP,King,Bellevue,WA,98004,2023,HYUNDAI,IONIQ 6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1C4JJXP65P,Thurston,Rainier,WA,98576,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,PUGET SOUND ENERGY INC
5YJSA1E40G,Kitsap,Bainbridge Island,WA,98110,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,PUGET SOUND ENERGY INC
1G1RA6E42C,Clark,Vancouver,WA,98682,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
KNDCD3LD3K,King,Bothell,WA,98011,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
3C3CFFGE1H,Jefferson,Port Townsend,WA,98368,2017,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY
YV4BR0CL7K,King,Bellevue,WA,98006,2019,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WMW13DJ03N,King,Kirkland,WA,98033,2022,MINI,HARDTOP,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDCE3LG3N,Clark,Battle Ground,WA,98604,2022,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
WP0AB2Y1XL,King,Bellevue,WA,98005,2020,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,203,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7PDSGCBA9R,King,Duvall,WA,98019,2024,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KM8KM4AE4N,King,Kirkland,WA,98034,2022,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDC34LB3N,King,Bellevue,WA,98006,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2C4RC1S71P,Clark,Vancouver,WA,98686,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
1N4BZ1CP8K,King,Kirkland,WA,98034,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KMHC65LD4L,King,Renton,WA,98057,2020,HYUNDAI,IONIQ,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1FW6S08L,King,Seattle,WA,98125,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
7PDSGABA5R,King,Seattle,WA,98125,2024,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KM8JFDA20N,Clark,Ridgefield,WA,98642,2022,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
2C4RC1N79N,Clark,Vancouver,WA,98685,2022,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
7SAYGDED8R,King,Kent,WA,98031,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5UXTA6C08M,King,Seattle,WA,98125,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1V2GNPE83P,King,Bellevue,WA,98008,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JM3KKBHA4R,Thurston,Olympia,WA,98502,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,PUGET SOUND ENERGY INC
1N4AZ0CP9D,Thurston,Yelm,WA,98597,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,PUGET SOUND ENERGY INC
WVGGNPE23M,King,Seattle,WA,98125,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
JTDKN3DP6E,King,Redmond,WA,98052,2014,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1C4RJYB66R,King,Auburn,WA,98092,2024,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1N4AZ1BVXP,King,Kirkland,WA,98034,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JHMZC5F1XJ,Snohomish,Marysville,WA,98271,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,PUGET SOUND ENERGY INC
YV4H60CZ4N,King,Seattle,WA,98109,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJXCDE22H,King,Seattle,WA,98103,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
3FMTK3R7XM,Snohomish,Everett,WA,98208,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC
KNDCE3LG8L,King,Kirkland,WA,98033,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTDKARFP4L,King,Seattle,WA,98177,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1G1FY6S05P,King,Seattle,WA,98133,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
JTDKN3DP7D,King,Auburn,WA,98092,2013,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJXCBE24L,Clark,Vancouver,WA,98686,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
5YJ3E1EB6K,King,Seattle,WA,98125,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1G1RC6S52J,King,Redmond,WA,98052,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJSA1S19E,King,Kirkland,WA,98033,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTMABACA1P,Thurston,Olympia,WA,98501,2023,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC
JTDACACU9R,King,Federal Way,WA,98003,2024,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDC4DLC9P,Snohomish,Everett,WA,98208,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC
5YJ3E1EB0P,King,Redmond,WA,98052,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4H60DK8P,King,Seattle,WA,98103,2023,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJ3E1EA0H,King,Kent,WA,98030,2017,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1RC6S57J,King,Bellevue,WA,98008,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5UXTA6C09N,King,Bellevue,WA,98004,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJSA1E6XM,King,Kirkland,WA,98033,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WVWPR7AU6K,King,Auburn,WA,98092,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1V2GNPE84P,King,Seattle,WA,98125,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
JTMEB3FV5N,King,Seattle,WA,98122,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1C4JJXP63M,Snohomish,Arlington,WA,98223,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,PUGET SOUND ENERGY INC
1C4RJYB62N,King,Seattle,WA,98109,2022,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
W1KEG2CB1P,King,Bellevue,WA,98004,2023,MERCEDES-BENZ,EQE-CLASS SEDAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WP1AE2AY3K,King,Bellevue,WA,98004,2019,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KMHC75LJ0M,Clark,Vancouver,WA,98684,2021,HYUNDAI,IONIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
WBY8P8C0XL,King,Bellevue,WA,98008,2020,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1FY6S08K,Clark,Ridgefield,WA,98642,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
5UXTS1C00M,King,Seattle,WA,98109,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WP0AA2Y18P,King,Redmond,WA,98052,2023,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WA1G2AFY0N,King,Seattle,WA,98115,2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WVWPR7AU4K,King,Seattle,WA,98115,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJSA1E29K,King,Sammamish,WA,98074,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,270,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WVGJNPE27N,King,Seattle,WA,98177,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WB523CF05R,Clark,Vancouver,WA,98682,2024,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
WBY1Z8C59H,King,Seattle,WA,98177,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
3FA6P0SU4E,Snohomish,Bothell,WA,98012,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,PUGET SOUND ENERGY INC
YV4BR0DL4N,King,Shoreline,WA,98133,2022,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
3FMTK1SS9P,Clark,Vancouver,WA,98682,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
WBY7Z6C56J,King,Seattle,WA,98103,2018,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,114,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1G1FW6S06N,Thurston,Olympia,WA,98501,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC
5YJ3E1EBXR,King,Seattle,WA,98144,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1FTVW1EL5P,King,Sammamish,WA,98075,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WP0AE2A77J,King,Issaquah,WA,98029,2018,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1N4AZ0CP7E,King,Kirkland,WA,98033,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1FW6S07J,Thurston,Olympia,WA,98501,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,PUGET SOUND ENERGY INC
WBA8E1C54J,King,Seattle,WA,98125,2018,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,45600,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1N4BZ1DP0L,King,Sammamish,WA,98075,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
SADHD2S14L,King,Kirkland,WA,98033,2020,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,234,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDC3DLC5R,King,Kent,WA,98031,2024,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJSA1E59N,King,Burien,WA,98168,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WBY33AW09N,King,Kirkland,WA,98033,2022,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WBY33AW04R,King,Kirkland,WA,98033,2024,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WMW13DJ06N,King,Seattle,WA,98112,2022,MINI,HARDTOP,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
7SAYGDED3P,King,Redmond,WA,98052,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WA1E2AFY1M,King,Seattle,WA,98103,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1FADP5CU5D,Clark,Vancouver,WA,98665,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
2C4RC1L76J,King,Bellevue,WA,98007,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1N4AZ1CP7K,Clark,Vancouver,WA,98662,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
7SAXCAE56P,Cowlitz,Silverlake,WA,98645,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY
1G1FW6S0XH,Thurston,Olympia,WA,98501,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,PUGET SOUND ENERGY INC
KM8K33AG8P,Clark,Vancouver,WA,98682,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
5YJXCBE22J,King,Bellevue,WA,98004,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1N4BZ1BV1M,Clark,Camas,WA,98607,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
JA4J24A54K,Clark,Washougal,WA,98671,2019,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||PUD NO 1 OF CLARK COUNTY - (WA)
KNDRJDLH4N,Kitsap,Bainbridge Island,WA,98110,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,PUGET SOUND ENERGY INC
WP1AE2A2XG,King,Seattle,WA,98133,2016,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1G1FZ6S07P,King,Shoreline,WA,98155,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
YV4H60DM3N,King,Seattle,WA,98125,2022,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
YV4BR0CK1M,Clark,Battle Ground,WA,98604,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
7SAYGDED1P,King,Seattle,WA,98133,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1C4RJXN68R,King,Issaquah,WA,98029,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EC0M,King,Newcastle,WA,98056,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1RD6S58J,Cowlitz,Kelso,WA,98626,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY
WMW13DJ08N,King,Seattle,WA,98177,2022,MINI,HARDTOP,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WMWXP3C03M,Kitsap,Olalla,WA,98359,2021,MINI,HARDTOP,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,110,0,PUGET SOUND ENERGY INC
1GYKPPRL0P,King,Clyde Hill,WA,98004,2023,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KL8CL6S04E,Thurston,Lacey,WA,98503,2014,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,0,PUGET SOUND ENERGY INC
7SAYGDED7R,King,Bellevue,WA,98008,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WP0AC2Y16M,King,Bothell,WA,98011,2021,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,192,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7SAYGDEE7R,King,Kent,WA,98031,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTJCJMGAXR,King,Kirkland,WA,98034,2024,LEXUS,RX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1FZ6S03P,King,Seattle,WA,98125,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
